Year,Municip_number,Municip_name,English,Total_catch
1994,1865,Vagan,Atlantic cod,19135.3739
1994,1865,Vagan,Atlantic herring,17185.5874
1994,1865,Vagan,Haddock,1108.0638
1994,1865,Vagan,Saithe,1255.5571
1994,1866,Hadsel,Atlantic cod,302.43330000000003
1994,1866,Hadsel,Atlantic herring,260.084
1994,1866,Hadsel,Haddock,197.1841
1994,1866,Hadsel,Saithe,225.5947
1994,1867,Bo,Atlantic cod,4360.2427
1994,1867,Bo,Atlantic herring,81.393
1994,1867,Bo,Haddock,342.539
1994,1867,Bo,Saithe,1760.5733
1994,1868,Oksnes,Atlantic cod,8888.6469
1994,1868,Oksnes,Atlantic herring,118.286
1994,1868,Oksnes,Haddock,1247.7289
1994,1868,Oksnes,Saithe,1891.8308
1994,1870,Sortland,Atlantic cod,1.7085000000000001
1994,1870,Sortland,Atlantic herring,2023.832
1994,1870,Sortland,Haddock,0.3206
1994,1870,Sortland,Saithe,3.5684
1994,1871,Andoy,Atlantic cod,5433.8524
1994,1871,Andoy,Haddock,1130.1932
1994,1871,Andoy,Saithe,1092.469
1994,1874,Moskenes,Atlantic cod,6762.4315
1994,1874,Moskenes,Haddock,518.0293
1994,1874,Moskenes,Saithe,982.9761
1994,1901,Harstad_2013,Atlantic cod,419.80490000000003
1994,1901,Harstad_2013,Atlantic herring,580.488
1994,1901,Harstad_2013,Haddock,76.4542
1994,1901,Harstad_2013,Saithe,1006.1046
1994,1902,Tromso,Atlantic cod,6303.9292000000005
1994,1902,Tromso,Atlantic herring,27206.6748
1994,1902,Tromso,Haddock,946.039
1994,1902,Tromso,Saithe,15406.3064
1994,1911,Kvaefjord,Atlantic cod,188.07150000000001
1994,1911,Kvaefjord,Atlantic herring,126.555
1994,1911,Kvaefjord,Haddock,9.8588
1994,1911,Kvaefjord,Saithe,44.0404
1994,1913,Skanland,Atlantic cod,0.3
1994,1915,Bjarkoy_2013,Atlantic cod,657.7883
1994,1915,Bjarkoy_2013,Haddock,77.042
1994,1915,Bjarkoy_2013,Saithe,82.19
1994,1917,Ibestad,Atlantic cod,0.1875
1994,1917,Ibestad,Atlantic herring,111.066
1994,1919,Gratangen,Atlantic cod,1.9635
1994,1919,Gratangen,Haddock,0.1484
1994,1919,Gratangen,Saithe,0.9642
1994,1920,Lavangen,Saithe,0.081
1994,1924,Malselv,Atlantic cod,0.0975
1994,1924,Malselv,Haddock,0.154
1994,1926,Dyroy,Atlantic cod,519.0388
1994,1926,Dyroy,Haddock,51.3114
1994,1926,Dyroy,Saithe,137.996
1994,1927,Tranoy,Atlantic cod,13.701
1994,1927,Tranoy,Haddock,2.4948
1994,1927,Tranoy,Saithe,2.0905
1994,1928,Torsken,Atlantic cod,5399.0914999999995
1994,1928,Torsken,Atlantic herring,989.5749999999999
1994,1928,Torsken,Haddock,301.3201
1994,1928,Torsken,Saithe,1007.8567
1994,1929,Berg,Atlantic cod,3526.9815
1994,1929,Berg,Atlantic herring,227.185
1994,1929,Berg,Haddock,335.4414
1994,1929,Berg,Saithe,364.4574
1994,1931,Lenvik,Atlantic cod,5345.3151
1994,1931,Lenvik,Atlantic herring,1284.643
1994,1931,Lenvik,Haddock,184.2696
1994,1931,Lenvik,Saithe,1172.373
1994,1933,Balsfjord,Atlantic cod,1.185
1994,1933,Balsfjord,Haddock,0.29259999999999997
1994,1936,Karlsoy,Atlantic cod,5580.6979
1994,1936,Karlsoy,Haddock,670.9735000000001
1994,1936,Karlsoy,Saithe,268.6308
1994,1938,Lyngen,Atlantic cod,395.3281
1994,1938,Lyngen,Haddock,91.2829
1994,1938,Lyngen,Saithe,143.47209999999998
1994,1939,Storfjord,Atlantic cod,0.9585
1994,1939,Storfjord,Haddock,0.098
1994,1940,Kafjord,Atlantic cod,3.414
1994,1940,Kafjord,Haddock,0.0392
1994,1940,Kafjord,Saithe,1.3906
1994,1941,Skjervoy,Atlantic cod,2661.0596
1994,1941,Skjervoy,Haddock,972.2266000000001
1994,1941,Skjervoy,Saithe,420.0184
1994,1942,Nordreisa,Atlantic cod,1984.2421
1994,1942,Nordreisa,Haddock,113.5263
1994,1942,Nordreisa,Saithe,275.1621
1994,1943,Kvaenangen,Atlantic cod,1940.3359
1994,1943,Kvaenangen,Haddock,72.7822
1994,1943,Kvaenangen,Saithe,899.3477
1994,2002,Vardo,Atlantic cod,6349.8432
1994,2002,Vardo,Haddock,2727.6649
1994,2002,Vardo,Saithe,220.7352
1994,2003,Vadso,Atlantic cod,349.5774
1994,2003,Vadso,Haddock,105.6847
1994,2003,Vadso,Saithe,499.7214
1994,2004,Hammerfest,Atlantic cod,2350.337
1994,2004,Hammerfest,Haddock,633.2471
1994,2004,Hammerfest,Saithe,673.4817
1994,2012,Alta,Atlantic cod,244.53560000000002
1994,2012,Alta,Atlantic herring,67.89
1994,2012,Alta,Haddock,5.0088
1994,2012,Alta,Saithe,3.2192
1994,2014,Loppa,Atlantic cod,1755.8037
1994,2014,Loppa,Haddock,270.1604
1994,2014,Loppa,Saithe,180.0064
1994,2015,Hasvik,Atlantic cod,2537.216
1994,2015,Hasvik,Atlantic herring,20
1994,2015,Hasvik,Haddock,555.8464
1994,2015,Hasvik,Saithe,962.9191
1994,2017,Kvalsund,Atlantic cod,712.4175
1994,2017,Kvalsund,Haddock,59.661
1994,2017,Kvalsund,Saithe,40.8046
1994,2018,Masoy,Atlantic cod,4836.9761
1994,2018,Masoy,Haddock,1019.1039
1994,2018,Masoy,Saithe,613.3615
1994,2019,Nordkapp,Atlantic cod,7628.5668
1994,2019,Nordkapp,Haddock,1867.6256
1994,2019,Nordkapp,Saithe,1158.6761
1994,2020,Porsanger,Atlantic cod,284.6665
1994,2020,Porsanger,Haddock,15.240400000000001
1994,2020,Porsanger,Saithe,2.4202
1994,2022,Lebesby,Atlantic cod,2698.0863
1994,2022,Lebesby,Haddock,944.2810000000001
1994,2022,Lebesby,Saithe,236.0442
1994,2023,Gamvik,Atlantic cod,3722.0275
1994,2023,Gamvik,Haddock,1991.7095000000002
1994,2023,Gamvik,Saithe,111.7756
1994,2024,Berlevag,Atlantic cod,3392.347
1994,2024,Berlevag,Haddock,3263.5526999999997
1994,2024,Berlevag,Saithe,724.2313
1994,2025,Tana,Atlantic cod,0.183
1994,2025,Tana,Saithe,0.5198
1994,2027,Nesseby,Atlantic cod,0.045
1994,2027,Nesseby,Haddock,0.63
1994,2028,Batsfjord,Atlantic cod,10262.781500000001
1994,2028,Batsfjord,Haddock,5907.8759
1994,2028,Batsfjord,Saithe,1414.2586000000001
1994,2030,Sor-Varanger,Atlantic cod,236.57750000000001
1994,2030,Sor-Varanger,Haddock,31.2228
1994,2030,Sor-Varanger,Kingcrab,31.846
1994,2030,Sor-Varanger,Saithe,4.4858
1995,1804,Bodo,Atlantic cod,502.8252
1995,1804,Bodo,Atlantic herring,62127.141
1995,1804,Bodo,Haddock,83.7384
1995,1804,Bodo,Saithe,268.0673
1995,1805,Narvik,Atlantic cod,4.7940000000000005
1995,1805,Narvik,Atlantic herring,82.991
1995,1805,Narvik,Haddock,0.049
1995,1805,Narvik,Saithe,4.3569
1995,1811,Bindal,Atlantic cod,46.3677
1995,1811,Bindal,Haddock,3.7800000000000002
1995,1811,Bindal,Saithe,14.2958
1995,1812,Somna,Atlantic cod,0.189
1995,1812,Somna,Haddock,0.2506
1995,1812,Somna,Saithe,0.0608
1995,1813,Bronnoy,Atlantic cod,364.9626
1995,1813,Bronnoy,Haddock,41.3125
1995,1813,Bronnoy,Saithe,161.2246
1995,1815,Vega,Atlantic cod,575.2298
1995,1815,Vega,Haddock,48.853
1995,1815,Vega,Saithe,216.6325
1995,1816,Vevelstad,Atlantic cod,0.267
1995,1816,Vevelstad,Saithe,0.027
1995,1818,Heroy,Atlantic cod,1028.3485
1995,1818,Heroy,Haddock,117.8587
1995,1818,Heroy,Saithe,605.9398
1995,1820,Alstahaug,Atlantic cod,100.0883
1995,1820,Alstahaug,Haddock,18.6942
1995,1820,Alstahaug,Saithe,12.4122
1995,1822,Leirfjord,Atlantic cod,0.864
1995,1822,Leirfjord,Haddock,0.0266
1995,1822,Leirfjord,Saithe,0.1013
1995,1824,Vefsn,Atlantic cod,0.27
1995,1824,Vefsn,Haddock,0.0168
1995,1824,Vefsn,Saithe,0.5375
1995,1827,Donna,Atlantic cod,440.5801
1995,1827,Donna,Atlantic herring,10.219999999999999
1995,1827,Donna,Haddock,27.5219
1995,1827,Donna,Saithe,190.8868
1995,1828,Nesna,Atlantic cod,42.7868
1995,1828,Nesna,Haddock,12.2397
1995,1828,Nesna,Saithe,28.386599999999998
1995,1832,Hemnes,Atlantic cod,0.7074
1995,1832,Hemnes,Haddock,0.0882
1995,1832,Hemnes,Saithe,0.075
1995,1833,Rana,Atlantic cod,0.0135
1995,1833,Rana,Haddock,0.14
1995,1833,Rana,Saithe,0.2295
1995,1834,Luroy,Atlantic cod,500.3618
1995,1834,Luroy,Haddock,42.4265
1995,1834,Luroy,Saithe,295.8221
1995,1835,Traena,Atlantic cod,2019.1371
1995,1835,Traena,Atlantic herring,4343.799
1995,1835,Traena,Haddock,111.7552
1995,1835,Traena,Saithe,1028.9785
1995,1836,Rodoy,Atlantic cod,395.2433
1995,1836,Rodoy,Haddock,60.76
1995,1836,Rodoy,Saithe,358.6697
1995,1837,Meloy,Atlantic cod,447.9887
1995,1837,Meloy,Haddock,196.5796
1995,1837,Meloy,Saithe,221.1062
1995,1838,Gildeskal,Atlantic cod,89.2256
1995,1838,Gildeskal,Atlantic herring,0.5
1995,1838,Gildeskal,Haddock,18.3316
1995,1838,Gildeskal,Saithe,209.6223
1995,1839,Beiarn,Atlantic cod,0.16049999999999998
1995,1839,Beiarn,Haddock,0.0658
1995,1839,Beiarn,Saithe,0.0297
1995,1840,Saltdal,Atlantic cod,44.2771
1995,1840,Saltdal,Haddock,1.1676
1995,1840,Saltdal,Saithe,5.637700000000001
1995,1841,Fauske,Atlantic cod,5.6678
1995,1841,Fauske,Haddock,0.8036
1995,1841,Fauske,Saithe,8.9739
1995,1842,Skjerstad_2005,Atlantic cod,19.5512
1995,1842,Skjerstad_2005,Haddock,7.1722
1995,1842,Skjerstad_2005,Saithe,1.3013
1995,1845,Sorfold,Atlantic cod,95.8958
1995,1845,Sorfold,Haddock,7.5502
1995,1845,Sorfold,Saithe,30.1447
1995,1848,Steigen,Atlantic cod,1067.4027
1995,1848,Steigen,Atlantic herring,2285.103
1995,1848,Steigen,Haddock,74.8426
1995,1848,Steigen,Saithe,500.4641
1995,1849,Hamaroy,Atlantic herring,4037.318
1995,1850,Tysfjord,Atlantic cod,529.8555
1995,1850,Tysfjord,Atlantic herring,10448.125
1995,1850,Tysfjord,Haddock,9.6345
1995,1850,Tysfjord,Saithe,450.2284
1995,1851,Lodingen,Atlantic cod,923.1146
1995,1851,Lodingen,Atlantic herring,1933.096
1995,1851,Lodingen,Haddock,3.8962
1995,1851,Lodingen,Saithe,523.8135
1995,1852,Tjeldsund,Atlantic cod,4.338
1995,1852,Tjeldsund,Atlantic herring,799.3530000000001
1995,1852,Tjeldsund,Haddock,0.3346
1995,1852,Tjeldsund,Saithe,0.216
1995,1853,Evenes,Atlantic cod,1.83
1995,1853,Evenes,Atlantic herring,117.18
1995,1853,Evenes,Saithe,1.4648
1995,1854,Ballangen,Atlantic cod,0.024
1995,1854,Ballangen,Atlantic herring,1003.0889999999999
1995,1854,Ballangen,Haddock,0.0504
1995,1856,Rost,Atlantic cod,8736.9198
1995,1856,Rost,Atlantic herring,95.972
1995,1856,Rost,Haddock,206.4587
1995,1856,Rost,Saithe,2154.9311000000002
1995,1857,Vaeroy,Atlantic cod,7186.8169
1995,1857,Vaeroy,Atlantic herring,3100.888
1995,1857,Vaeroy,Haddock,205.3407
1995,1857,Vaeroy,Saithe,835.5399
1995,1859,Flakstad,Atlantic cod,11885.8254
1995,1859,Flakstad,Haddock,453.0315
1995,1859,Flakstad,Saithe,1776.0088
1995,1860,Vestvagoy,Atlantic cod,10609.675799999999
1995,1860,Vestvagoy,Haddock,533.6603
1995,1860,Vestvagoy,Saithe,2370.4179
1995,1865,Vagan,Atlantic cod,16037.8749
1995,1865,Vagan,Atlantic herring,14989.964
1995,1865,Vagan,Haddock,1138.8511
1995,1865,Vagan,Saithe,2032.2314
1995,1866,Hadsel,Atlantic cod,2219.1009
1995,1866,Hadsel,Haddock,1029.3289
1995,1866,Hadsel,Saithe,2677.7414
1995,1867,Bo,Atlantic cod,4562.1404999999995
1995,1867,Bo,Atlantic herring,751.314
1995,1867,Bo,Haddock,455.7999
1995,1867,Bo,Saithe,1303.3749
1995,1868,Oksnes,Atlantic cod,8394.148
1995,1868,Oksnes,Atlantic herring,408.009
1995,1868,Oksnes,Haddock,1161.4449
1995,1868,Oksnes,Saithe,1666.5323
1995,1870,Sortland,Atlantic cod,0.723
1995,1870,Sortland,Atlantic herring,8096.2542
1995,1870,Sortland,Haddock,0.11760000000000001
1995,1870,Sortland,Saithe,0.6426999999999999
1995,1871,Andoy,Atlantic cod,6695.1
1995,1871,Andoy,Haddock,843.0985
1995,1871,Andoy,Saithe,1298.389
1995,1874,Moskenes,Atlantic cod,6495.6476
1995,1874,Moskenes,Haddock,663.8467
1995,1874,Moskenes,Saithe,2167.6714
1995,1901,Harstad_2013,Atlantic cod,1569.8484
1995,1901,Harstad_2013,Haddock,484.4621
1995,1901,Harstad_2013,Saithe,1507.8268
1995,1902,Tromso,Atlantic cod,8012.3953
1995,1902,Tromso,Atlantic herring,46379.375
1995,1902,Tromso,Haddock,1095.8546
1995,1902,Tromso,Saithe,7509.129
1995,1911,Kvaefjord,Atlantic cod,191.049
1995,1911,Kvaefjord,Atlantic herring,242.9318
1995,1911,Kvaefjord,Haddock,13.1684
1995,1911,Kvaefjord,Saithe,100.7619
1995,1915,Bjarkoy_2013,Atlantic cod,890.4195
1995,1915,Bjarkoy_2013,Haddock,46.4562
1995,1915,Bjarkoy_2013,Saithe,155.5353
1995,1919,Gratangen,Atlantic cod,3.9338
1995,1919,Gratangen,Haddock,0.1288
1995,1919,Gratangen,Saithe,0.9521999999999999
1995,1924,Malselv,Atlantic cod,0.1425
1995,1924,Malselv,Haddock,0.532
1995,1926,Dyroy,Atlantic cod,409.53
1995,1926,Dyroy,Haddock,82.1702
1995,1926,Dyroy,Saithe,113.794
1995,1927,Tranoy,Atlantic cod,53.667
1995,1927,Tranoy,Haddock,6.9104
1995,1927,Tranoy,Saithe,45.424
1995,1928,Torsken,Atlantic cod,2211.3315000000002
1995,1928,Torsken,Atlantic herring,647.357
1995,1928,Torsken,Haddock,126.0072
1995,1928,Torsken,Saithe,424.5555
1995,1929,Berg,Atlantic cod,4318.9055
1995,1929,Berg,Haddock,385.1092
1995,1929,Berg,Saithe,350.0532
1995,1931,Lenvik,Atlantic cod,6008.1691
1995,1931,Lenvik,Atlantic herring,111
1995,1931,Lenvik,Haddock,118.9907
1995,1931,Lenvik,Saithe,1897.9178
1995,1936,Karlsoy,Atlantic cod,6149.9269
1995,1936,Karlsoy,Haddock,536.0804
1995,1936,Karlsoy,Saithe,1127.1490000000001
1995,1938,Lyngen,Atlantic cod,838.79
1995,1938,Lyngen,Haddock,97.6577
1995,1938,Lyngen,Saithe,117.381
1995,1939,Storfjord,Atlantic cod,0.258
1995,1939,Storfjord,Haddock,0.021
1995,1940,Kafjord,Atlantic cod,0.4155
1995,1940,Kafjord,Haddock,0.1876
1995,1940,Kafjord,Saithe,0.0973
1995,1941,Skjervoy,Atlantic cod,2617.8825
1995,1941,Skjervoy,Haddock,664.6127
1995,1941,Skjervoy,Saithe,417.7747
1995,1942,Nordreisa,Atlantic cod,1660.7892
1995,1942,Nordreisa,Haddock,134.8475
1995,1942,Nordreisa,Saithe,733.9828
1995,1943,Kvaenangen,Atlantic cod,1824.5176
1995,1943,Kvaenangen,Haddock,95.3241
1995,1943,Kvaenangen,Saithe,1270.5638
1995,2002,Vardo,Atlantic cod,3659.876
1995,2002,Vardo,Haddock,1873.9988
1995,2002,Vardo,Saithe,240.7381
1995,2003,Vadso,Atlantic cod,1105.731
1995,2003,Vadso,Haddock,158.5455
1995,2003,Vadso,Saithe,744.436
1995,2004,Hammerfest,Atlantic cod,2467.6022
1995,2004,Hammerfest,Haddock,513.1372
1995,2004,Hammerfest,Saithe,290.7408
1995,2012,Alta,Atlantic cod,515.7251
1995,2012,Alta,Atlantic herring,61.659
1995,2012,Alta,Haddock,6.0634
1995,2012,Alta,Saithe,38.5843
1995,2014,Loppa,Atlantic cod,1001.3401
1995,2014,Loppa,Haddock,185.9059
1995,2014,Loppa,Saithe,412.5638
1995,2015,Hasvik,Atlantic cod,2877.9873
1995,2015,Hasvik,Haddock,726.9977
1995,2015,Hasvik,Saithe,769.7207999999999
1995,2017,Kvalsund,Atlantic cod,806.4365
1995,2017,Kvalsund,Haddock,114.5256
1995,2017,Kvalsund,Saithe,79.9845
1995,2018,Masoy,Atlantic cod,6413.7663999999995
1995,2018,Masoy,Atlantic herring,432.073
1995,2018,Masoy,Haddock,1203.3523
1995,2018,Masoy,Saithe,1027.759
1995,2019,Nordkapp,Atlantic cod,9679.1282
1995,2019,Nordkapp,Haddock,1684.3022
1995,2019,Nordkapp,Saithe,1673.7778
1995,2020,Porsanger,Atlantic cod,330.1464
1995,2020,Porsanger,Haddock,39.0994
1995,2020,Porsanger,Saithe,17.1494
1995,2022,Lebesby,Atlantic cod,3222.2208
1995,2022,Lebesby,Haddock,727.6951
1995,2022,Lebesby,Saithe,285.2374
1995,2023,Gamvik,Atlantic cod,3524.4036
1995,2023,Gamvik,Haddock,2059.3579
1995,2023,Gamvik,Saithe,187.9137
1995,2024,Berlevag,Atlantic cod,2815.1872
1995,2024,Berlevag,Haddock,2171.5148
1995,2024,Berlevag,Saithe,367.0235
1995,2025,Tana,Atlantic cod,33.2476
1995,2025,Tana,Haddock,37.0481
1995,2025,Tana,Saithe,0.0135
1995,2027,Nesseby,Atlantic cod,0.105
1995,2027,Nesseby,Haddock,0.273
1995,2027,Nesseby,Saithe,0.1485
1995,2028,Batsfjord,Atlantic cod,8509.4485
1995,2028,Batsfjord,Haddock,3196.9459
1995,2028,Batsfjord,Saithe,1439.0399
1995,2030,Sor-Varanger,Atlantic cod,103.533
1995,2030,Sor-Varanger,Haddock,77.6785
1995,2030,Sor-Varanger,Kingcrab,32.383
1995,2030,Sor-Varanger,Saithe,7.2961
1996,1804,Bodo,Atlantic cod,261.1328
1996,1804,Bodo,Atlantic herring,62340.28
1996,1804,Bodo,Haddock,45.2926
1996,1804,Bodo,Saithe,171.1302
1996,1805,Narvik,Atlantic cod,4.182
1996,1805,Narvik,Atlantic herring,7224.821
1996,1805,Narvik,Haddock,0.2044
1996,1805,Narvik,Saithe,4.1323
1996,1811,Bindal,Atlantic cod,26.7539
1996,1811,Bindal,Haddock,2.4752
1996,1811,Bindal,Saithe,8.9898
1996,1812,Somna,Atlantic cod,0.651
1996,1812,Somna,Haddock,0.3738
1996,1812,Somna,Saithe,0.6036
1996,1813,Bronnoy,Atlantic cod,192.7361
1996,1813,Bronnoy,Haddock,16.8756
1996,1813,Bronnoy,Saithe,144.1097
1996,1815,Vega,Atlantic cod,62.9364
1996,1815,Vega,Atlantic herring,3.1069999999999998
1996,1815,Vega,Haddock,11.5178
1996,1815,Vega,Saithe,162.786
1996,1816,Vevelstad,Atlantic cod,0.0825
1996,1816,Vevelstad,Saithe,0.0108
1996,1818,Heroy,Atlantic cod,922.9906
1996,1818,Heroy,Haddock,113.827
1996,1818,Heroy,Saithe,678.3977
1996,1820,Alstahaug,Atlantic cod,31.777
1996,1820,Alstahaug,Haddock,7.877800000000001
1996,1820,Alstahaug,Saithe,8.4708
1996,1822,Leirfjord,Atlantic cod,0.41100000000000003
1996,1822,Leirfjord,Saithe,0.1216
1996,1827,Donna,Atlantic cod,531
1996,1827,Donna,Atlantic herring,27.456999999999997
1996,1827,Donna,Haddock,20.2048
1996,1827,Donna,Saithe,166.8485
1996,1828,Nesna,Atlantic cod,20.5312
1996,1828,Nesna,Haddock,3.3376
1996,1828,Nesna,Saithe,7.4242
1996,1832,Hemnes,Atlantic cod,0.5408
1996,1832,Hemnes,Haddock,0.10780000000000001
1996,1832,Hemnes,Saithe,0.0433
1996,1833,Rana,Atlantic cod,4.087
1996,1833,Rana,Atlantic herring,1.31
1996,1833,Rana,Haddock,3.9031
1996,1833,Rana,Saithe,1.7329
1996,1834,Luroy,Atlantic cod,669.4786
1996,1834,Luroy,Haddock,34.2108
1996,1834,Luroy,Saithe,369.7839
1996,1835,Traena,Atlantic cod,1728.887
1996,1835,Traena,Atlantic herring,8841.283000000001
1996,1835,Traena,Haddock,37.021
1996,1835,Traena,Saithe,1004.9892
1996,1836,Rodoy,Atlantic cod,217.863
1996,1836,Rodoy,Atlantic herring,22.624
1996,1836,Rodoy,Haddock,54.0872
1996,1836,Rodoy,Saithe,371.6205
1996,1837,Meloy,Atlantic cod,242.0683
1996,1837,Meloy,Haddock,211.9838
1996,1837,Meloy,Saithe,196.332
1996,1838,Gildeskal,Atlantic cod,61.413
1996,1838,Gildeskal,Haddock,12.9416
1996,1838,Gildeskal,Saithe,104.5792
1996,1839,Beiarn,Atlantic cod,0.0945
1996,1839,Beiarn,Haddock,0.0406
1996,1840,Saltdal,Atlantic cod,37.3118
1996,1840,Saltdal,Haddock,1.4854
1996,1840,Saltdal,Saithe,3.6623
1996,1841,Fauske,Atlantic cod,24.3043
1996,1841,Fauske,Haddock,1.1046
1996,1841,Fauske,Saithe,2.6976999999999998
1996,1842,Skjerstad_2005,Atlantic cod,6.6795
1996,1842,Skjerstad_2005,Haddock,2.6124
1996,1842,Skjerstad_2005,Saithe,0.9915
1996,1845,Sorfold,Atlantic cod,43.1805
1996,1845,Sorfold,Haddock,3.4426
1996,1845,Sorfold,Saithe,55.8646
1996,1848,Steigen,Atlantic cod,886.7484
1996,1848,Steigen,Atlantic herring,2088.015
1996,1848,Steigen,Haddock,51.6548
1996,1848,Steigen,Saithe,598.1345
1996,1849,Hamaroy,Atlantic herring,2313.2709999999997
1996,1850,Tysfjord,Atlantic cod,470.4099
1996,1850,Tysfjord,Atlantic herring,12577.272
